Time [sec],Displacement [cm]
15,-0.2464
15.01,-0.24915
15.02,-0.25188
15.03,-0.2546
15.04,-0.25731
15.05,-0.26
15.06,-0.26268
15.07,-0.26536
15.08,-0.26803
15.09,-0.27068
15.1,-0.27334
15.11,-0.27598
15.12,-0.27862
15.13,-0.28125
15.14,-0.28387
15.15,-0.28649
15.16,-0.2891
15.17,-0.29169
15.18,-0.29429
15.19,-0.29687
15.2,-0.29944
15.21,-0.30201
15.22,-0.30456
15.23,-0.30711
15.24,-0.30965
15.25,-0.31218
15.26,-0.3147
15.27,-0.31721
15.28,-0.31971
15.29,-0.3222
15.3,-0.32469
15.31,-0.32717
15.32,-0.32964
15.33,-0.33211
15.34,-0.33458
15.35,-0.33704
15.36,-0.3395
15.37,-0.34195
15.38,-0.34441
15.39,-0.34685
15.4,-0.34929
15.41,-0.35172
15.42,-0.35413
15.43,-0.35653
15.44,-0.35891
15.45,-0.36127
15.46,-0.36361
15.47,-0.36593
15.48,-0.36822
15.49,-0.3705
15.5,-0.37275
15.51,-0.37497
15.52,-0.37718
15.53,-0.37936
15.54,-0.38152
15.55,-0.38366
15.56,-0.38578
15.57,-0.38788
15.58,-0.38997
15.59,-0.39204
15.6,-0.3941
15.61,-0.39616
15.62,-0.3982
15.63,-0.40024
15.64,-0.40228
15.65,-0.40431
15.66,-0.40634
15.67,-0.40836
15.68,-0.41037
15.69,-0.41238
15.7,-0.41437
15.71,-0.41636
15.72,-0.41833
15.73,-0.42028
15.74,-0.42223
15.75,-0.42415
15.76,-0.42607
15.77,-0.42796
15.78,-0.42985
15.79,-0.43171
15.8,-0.43357
15.81,-0.43541
15.82,-0.43723
15.83,-0.43904
15.84,-0.44083
15.85,-0.44262
15.86,-0.44439
15.87,-0.44615
15.88,-0.4479
15.89,-0.44965
15.9,-0.45138
15.91,-0.45311
15.92,-0.45484
15.93,-0.45655
15.94,-0.45826
15.95,-0.45995
15.96,-0.46164
15.97,-0.46331
15.98,-0.46496
15.99,-0.4666
16,-0.46823
16.01,-0.46983
16.02,-0.47142
16.03,-0.47299
16.04,-0.47454
16.05,-0.47608
16.06,-0.4776
16.07,-0.4791
16.08,-0.48058
16.09,-0.48204
16.1,-0.48349
16.11,-0.48492
16.12,-0.48634
16.13,-0.48774
16.14,-0.48913
16.15,-0.49051
16.16,-0.49187
16.17,-0.49323
16.18,-0.49458
16.19,-0.49591
16.2,-0.49723
16.21,-0.49853
16.22,-0.4998
16.23,-0.50104
16.24,-0.50224
16.25,-0.5034
16.26,-0.50451
16.27,-0.50557
16.28,-0.50657
16.29,-0.50753
16.3,-0.50844
16.31,-0.50932
16.32,-0.51016
16.33,-0.51097
16.34,-0.51175
16.35,-0.51251
16.36,-0.51326
16.37,-0.51399
16.38,-0.51471
16.39,-0.51541
16.4,-0.5161
16.41,-0.51678
16.42,-0.51744
16.43,-0.51808
16.44,-0.51872
16.45,-0.51934
16.46,-0.51994
16.47,-0.52053
16.48,-0.52112
16.49,-0.52169
16.5,-0.52225
16.51,-0.5228
16.52,-0.52334
16.53,-0.52388
16.54,-0.52441
16.55,-0.52494
16.56,-0.52546
16.57,-0.52597
16.58,-0.52648
16.59,-0.52697
16.6,-0.52745
16.61,-0.52792
16.62,-0.52838
16.63,-0.52882
16.64,-0.52925
16.65,-0.52967
16.66,-0.53007
16.67,-0.53048
16.68,-0.53088
16.69,-0.53128
16.7,-0.53169
16.71,-0.53211
16.72,-0.53253
16.73,-0.53297
16.74,-0.53342
16.75,-0.53388
16.76,-0.53435
16.77,-0.53481
16.78,-0.53528
16.79,-0.53574
16.8,-0.5362
16.81,-0.53665
16.82,-0.53709
16.83,-0.53752
16.84,-0.53793
16.85,-0.53832
16.86,-0.53869
16.87,-0.53902
16.88,-0.53933
16.89,-0.53961
16.9,-0.53985
16.91,-0.54006
16.92,-0.54022
16.93,-0.54036
16.94,-0.54046
16.95,-0.54053
16.96,-0.54058
16.97,-0.5406
16.98,-0.5406
16.99,-0.54058
17,-0.54054
17.01,-0.54048
17.02,-0.54041
17.03,-0.54031
17.04,-0.5402
17.05,-0.54006
17.06,-0.5399
17.07,-0.53972
17.08,-0.53951
17.09,-0.53927
17.1,-0.53902
17.11,-0.53874
17.12,-0.53843
17.13,-0.53811
17.14,-0.53777
17.15,-0.53741
17.16,-0.53703
17.17,-0.53663
17.18,-0.53622
17.19,-0.5358
17.2,-0.53535
17.21,-0.53489
17.22,-0.5344
17.23,-0.53389
17.24,-0.53335
17.25,-0.53279
17.26,-0.53219
17.27,-0.53157
17.28,-0.53091
17.29,-0.53022
17.3,-0.5295
17.31,-0.52876
17.32,-0.52799
17.33,-0.5272
17.34,-0.52638
17.35,-0.52554
17.36,-0.52468
17.37,-0.5238
17.38,-0.52291
17.39,-0.52199
17.4,-0.52106
17.41,-0.52012
17.42,-0.51916
17.43,-0.5182
17.44,-0.51722
17.45,-0.51623
17.46,-0.51523
17.47,-0.51422
17.48,-0.51321
17.49,-0.51218
17.5,-0.51114
17.51,-0.5101
17.52,-0.50905
17.53,-0.50798
17.54,-0.50691
17.55,-0.50583
17.56,-0.50474
17.57,-0.50364
17.58,-0.50253
17.59,-0.50141
17.6,-0.50028
17.61,-0.49915
17.62,-0.49801
17.63,-0.49685
17.64,-0.49569
17.65,-0.49452
17.66,-0.49335
17.67,-0.49217
17.68,-0.49099
17.69,-0.4898
17.7,-0.48861
17.71,-0.48743
17.72,-0.48624
17.73,-0.48505
17.74,-0.48387
17.75,-0.48268
17.76,-0.4815
17.77,-0.48031
17.78,-0.47913
17.79,-0.47795
17.8,-0.47676
17.81,-0.47558
17.82,-0.4744
17.83,-0.47322
17.84,-0.47203
17.85,-0.47085
17.86,-0.46966
17.87,-0.46848
17.88,-0.46729
17.89,-0.46611
17.9,-0.46492
17.91,-0.46373
17.92,-0.46255
17.93,-0.46135
17.94,-0.46015
17.95,-0.45895
17.96,-0.45774
17.97,-0.45652
17.98,-0.4553
17.99,-0.45406
18,-0.45281
18.01,-0.45155
18.02,-0.45026
18.03,-0.44896
18.04,-0.44762
18.05,-0.44626
18.06,-0.44486
18.07,-0.44342
18.08,-0.44194
18.09,-0.44041
18.1,-0.43885
18.11,-0.43725
18.12,-0.43562
18.13,-0.43398
18.14,-0.43231
18.15,-0.43064
18.16,-0.42896
18.17,-0.42728
18.18,-0.4256
18.19,-0.42393
18.2,-0.42226
18.21,-0.4206
18.22,-0.41895
18.23,-0.4173
18.24,-0.41565
18.25,-0.41401
18.26,-0.41237
18.27,-0.41074
18.28,-0.40911
18.29,-0.40749
18.3,-0.40587
18.31,-0.40426
18.32,-0.40265
18.33,-0.40104
18.34,-0.39944
18.35,-0.39784
18.36,-0.39624
18.37,-0.39465
18.38,-0.39305
18.39,-0.39146
18.4,-0.38985
18.41,-0.38824
18.42,-0.38663
18.43,-0.385
18.44,-0.38335
18.45,-0.3817
18.46,-0.38003
18.47,-0.37835
18.48,-0.37665
18.49,-0.37495
18.5,-0.37323
18.51,-0.37151
18.52,-0.36978
18.53,-0.36805
18.54,-0.36631
18.55,-0.36457
18.56,-0.36282
18.57,-0.36107
18.58,-0.35931
18.59,-0.35755
18.6,-0.35579
18.61,-0.35402
18.62,-0.35225
18.63,-0.35048
18.64,-0.3487
18.65,-0.34691
18.66,-0.34511
18.67,-0.34331
18.68,-0.34149
18.69,-0.33965
18.7,-0.3378
18.71,-0.33593
18.72,-0.33404
18.73,-0.33214
18.74,-0.33021
18.75,-0.32827
18.76,-0.32632
18.77,-0.32436
18.78,-0.32239
18.79,-0.32041
18.8,-0.31844
18.81,-0.31646
18.82,-0.3145
18.83,-0.31256
18.84,-0.31066
18.85,-0.30881
18.86,-0.30703
18.87,-0.30534
18.88,-0.30375
18.89,-0.30227
18.9,-0.30093
18.91,-0.29978
18.92,-0.29892
18.93,-0.29845
18.94,-0.29849
18.95,-0.29913
18.96,-0.30047
18.97,-0.30261
18.98,-0.30564
18.99,-0.30964
19,-0.31465
19.01,-0.32067
19.02,-0.32766
19.03,-0.33557
19.04,-0.34438
19.05,-0.35407
19.06,-0.36461
19.07,-0.37596
19.08,-0.3881
19.09,-0.401
19.1,-0.41463
19.11,-0.42897
19.12,-0.44398
19.13,-0.45963
19.14,-0.47591
19.15,-0.49277
19.16,-0.51019
19.17,-0.52815
19.18,-0.54663
19.19,-0.56563
19.2,-0.58513
19.21,-0.60513
19.22,-0.62564
19.23,-0.64665
19.24,-0.66814
19.25,-0.69013
19.26,-0.71261
19.27,-0.73558
19.28,-0.75905
19.29,-0.78303
19.3,-0.80756
19.31,-0.83263
19.32,-0.85827
19.33,-0.88449
19.34,-0.91131
19.35,-0.93873
19.36,-0.96677
19.37,-0.99545
19.38,-1.02476
19.39,-1.05472
19.4,-1.08534
19.41,-1.11662
19.42,-1.14858
19.43,-1.18121
19.44,-1.21453
19.45,-1.24852
19.46,-1.28318
19.47,-1.31846
19.48,-1.35433
19.49,-1.39076
19.5,-1.42772
19.51,-1.46518
19.52,-1.5031
19.53,-1.54146
19.54,-1.58023
19.55,-1.61938
19.56,-1.65887
19.57,-1.69866
19.58,-1.73874
19.59,-1.77906
19.6,-1.81959
19.61,-1.86031
19.62,-1.90118
19.63,-1.94218
19.64,-1.98326
19.65,-2.02439
19.66,-2.06553
19.67,-2.10665
19.68,-2.14771
19.69,-2.18868
19.7,-2.22952
19.71,-2.27019
19.72,-2.31068
19.73,-2.35097
19.74,-2.39106
19.75,-2.43094
19.76,-2.47063
19.77,-2.51012
19.78,-2.5494
19.79,-2.58849
19.8,-2.62737
19.81,-2.66606
19.82,-2.70459
19.83,-2.743
19.84,-2.78134
19.85,-2.81967
19.86,-2.85802
19.87,-2.89643
19.88,-2.93495
19.89,-2.97363
19.9,-3.0125
19.91,-3.05161
19.92,-3.09099
19.93,-3.13069
19.94,-3.17074
19.95,-3.21118
19.96,-3.25206
19.97,-3.2934
19.98,-3.33525
19.99,-3.37762
20,-3.42054
20.01,-3.46402
20.02,-3.50804
20.03,-3.5526
20.04,-3.59771
20.05,-3.64336
20.06,-3.68956
20.07,-3.73631
20.08,-3.78358
20.09,-3.83137
20.1,-3.8796
20.11,-3.92823
20.12,-3.97719
20.13,-4.02644
20.14,-4.07592
20.15,-4.12558
20.16,-4.17536
20.17,-4.22523
20.18,-4.27514
20.19,-4.32506
20.2,-4.37497
20.21,-4.42485
20.22,-4.47466
20.23,-4.52439
20.24,-4.574
20.25,-4.62348
20.26,-4.6728
20.27,-4.72191
20.28,-4.77078
20.29,-4.81935
20.3,-4.86757
20.31,-4.91541
20.32,-4.9628
20.33,-5.0097
20.34,-5.05608
20.35,-5.10188
20.36,-5.14708
20.37,-5.19163
20.38,-5.23552
20.39,-5.27872
20.4,-5.32121
20.41,-5.36295
20.42,-5.40394
20.43,-5.44413
20.44,-5.48351
20.45,-5.52205
20.46,-5.55971
20.47,-5.59644
20.48,-5.63221
20.49,-5.66699
20.5,-5.70072
20.51,-5.73338
20.52,-5.76492
20.53,-5.79533
20.54,-5.8246
20.55,-5.85274
20.56,-5.87982
20.57,-5.90587
20.58,-5.93093
20.59,-5.95504
20.6,-5.97823
20.61,-6.00056
20.62,-6.02205
20.63,-6.04277
20.64,-6.06277
20.65,-6.08214
20.66,-6.10096
20.67,-6.1193
20.68,-6.13722
20.69,-6.15481
20.7,-6.17213
20.71,-6.18925
20.72,-6.20624
20.73,-6.22316
20.74,-6.24007
20.75,-6.25703
20.76,-6.27411
20.77,-6.29136
20.78,-6.30884
20.79,-6.3266
20.8,-6.3447
20.81,-6.36317
20.82,-6.38201
20.83,-6.40121
20.84,-6.42074
20.85,-6.44061
20.86,-6.46079
20.87,-6.48127
20.88,-6.50204
20.89,-6.52308
20.9,-6.54432
20.91,-6.56566
20.92,-6.58694
20.93,-6.60798
20.94,-6.62863
20.95,-6.64876
20.96,-6.6682
20.97,-6.68683
20.98,-6.70449
20.99,-6.72106
21,-6.73642
21.01,-6.7505
21.02,-6.76319
21.03,-6.77442
21.04,-6.78408
21.05,-6.79211
21.06,-6.79841
21.07,-6.8029
21.08,-6.80549
21.09,-6.8061
21.1,-6.80462
21.11,-6.80097
21.12,-6.79505
21.13,-6.78677
21.14,-6.77604
21.15,-6.76278
21.16,-6.74691
21.17,-6.72845
21.18,-6.7075
21.19,-6.68434
21.2,-6.65924
21.21,-6.63247
21.22,-6.60427
21.23,-6.57487
21.24,-6.54453
21.25,-6.51348
21.26,-6.48192
21.27,-6.45
21.28,-6.41782
21.29,-6.38545
21.3,-6.35296
21.31,-6.32046
21.32,-6.28802
21.33,-6.25573
21.34,-6.22365
21.35,-6.19187
21.36,-6.16041
21.37,-6.12928
21.38,-6.09848
21.39,-6.06801
21.4,-6.03788
21.41,-6.00809
21.42,-5.97865
21.43,-5.94955
21.44,-5.92082
21.45,-5.89249
21.46,-5.8646
21.47,-5.83721
21.48,-5.8104
21.49,-5.7842
21.5,-5.75866
21.51,-5.73385
21.52,-5.70981
21.53,-5.68658
21.54,-5.66423
21.55,-5.64279
21.56,-5.62231
21.57,-5.60285
21.58,-5.58443
21.59,-5.5671
21.6,-5.55091
21.61,-5.5359
21.62,-5.52212
21.63,-5.50959
21.64,-5.49838
21.65,-5.48852
21.66,-5.48006
21.67,-5.47305
21.68,-5.46752
21.69,-5.46353
21.7,-5.46111
21.71,-5.46028
21.72,-5.46105
21.73,-5.46337
21.74,-5.46718
21.75,-5.47241
21.76,-5.47903
21.77,-5.48698
21.78,-5.49621
21.79,-5.50665
21.8,-5.51826
21.81,-5.53091
21.82,-5.54447
21.83,-5.55873
21.84,-5.57351
21.85,-5.58866
21.86,-5.60401
21.87,-5.61939
21.88,-5.63464
21.89,-5.64963
21.9,-5.66427
21.91,-5.67857
21.92,-5.69256
21.93,-5.7063
21.94,-5.71982
21.95,-5.73313
21.96,-5.74628
21.97,-5.75928
21.98,-5.77218
21.99,-5.78496
22,-5.7976
22.01,-5.81005
22.02,-5.82226
22.03,-5.83419
22.04,-5.8458
22.05,-5.85705
22.06,-5.8679
22.07,-5.87832
22.08,-5.88827
22.09,-5.89776
22.1,-5.90678
22.11,-5.91534
22.12,-5.92344
22.13,-5.93108
22.14,-5.93826
22.15,-5.94499
22.16,-5.95125
22.17,-5.95701
22.18,-5.96219
22.19,-5.96669
22.2,-5.97039
22.21,-5.97319
22.22,-5.975
22.23,-5.97571
22.24,-5.97524
22.25,-5.97349
22.26,-5.97036
22.27,-5.96578
22.28,-5.95965
22.29,-5.9519
22.3,-5.94244
22.31,-5.9312
22.32,-5.9181
22.33,-5.90305
22.34,-5.886
22.35,-5.86684
22.36,-5.84548
22.37,-5.82182
22.38,-5.79574
22.39,-5.76714
22.4,-5.73591
22.41,-5.70197
22.42,-5.66521
22.43,-5.62554
22.44,-5.58288
22.45,-5.53716
22.46,-5.48836
22.47,-5.43642
22.48,-5.38132
22.49,-5.323
22.5,-5.26145
22.51,-5.19661
22.52,-5.12846
22.53,-5.05699
22.54,-4.9822
22.55,-4.90415
22.56,-4.82288
22.57,-4.73843
22.58,-4.65085
22.59,-4.56017
22.6,-4.46645
22.61,-4.36971
22.62,-4.26998
22.63,-4.16726
22.64,-4.06151
22.65,-3.95269
22.66,-3.84077
22.67,-3.72572
22.68,-3.6075
22.69,-3.48609
22.7,-3.36146
22.71,-3.23356
22.72,-3.10235
22.73,-2.96775
22.74,-2.82968
22.75,-2.68808
22.76,-2.54288
22.77,-2.394
22.78,-2.24139
22.79,-2.08498
22.8,-1.92474
22.81,-1.76066
22.82,-1.5928
22.83,-1.42121
22.84,-1.24597
22.85,-1.0671
22.86,-0.88468
22.87,-0.69874
22.88,-0.50935
22.89,-0.31658
22.9,-0.12052
22.91,0.07866
22.92,0.2808
22.93,0.48573
22.94,0.69332
22.95,0.90341
22.96,1.11585
22.97,1.3305
22.98,1.54721
22.99,1.76585
23,1.98628
23.01,2.2084
23.02,2.43207
23.03,2.65717
23.04,2.88358
23.05,3.11118
23.06,3.33986
23.07,3.5695
23.08,3.79997
23.09,4.03113
23.1,4.26284
23.11,4.49497
23.12,4.72739
23.13,4.95997
23.14,5.19258
23.15,5.42508
23.16,5.65737
23.17,5.88935
23.18,6.12093
23.19,6.35206
23.2,6.58268
23.21,6.81272
23.22,7.0421
23.23,7.27078
23.24,7.49869
23.25,7.72579
23.26,7.95208
23.27,8.17765
23.28,8.4026
23.29,8.62705
23.3,8.85107
23.31,9.07477
23.32,9.29823
23.33,9.52155
23.34,9.74482
23.35,9.96809
23.36,10.19143
23.37,10.41487
23.38,10.63845
23.39,10.86222
23.4,11.08622
23.41,11.31049
23.42,11.53506
23.43,11.75999
23.44,11.98532
23.45,12.21113
23.46,12.43752
23.47,12.66457
23.48,12.89236
23.49,13.12097
23.5,13.35048
23.51,13.58098
23.52,13.81253
23.53,14.0452
23.54,14.27907
23.55,14.5142
23.56,14.75064
23.57,14.98846
23.58,15.22771
23.59,15.46845
23.6,15.71074
23.61,15.95463
23.62,16.20016
23.63,16.44737
23.64,16.6963
23.65,16.94696
23.66,17.1994
23.67,17.45363
23.68,17.70968
23.69,17.96759
23.7,18.22735
23.71,18.48894
23.72,18.75224
23.73,19.01709
23.74,19.28331
23.75,19.55074
23.76,19.81924
23.77,20.08865
23.78,20.35882
23.79,20.62959
23.8,20.90084
23.81,21.17243
23.82,21.44425
23.83,21.71619
23.84,21.98813
23.85,22.25997
23.86,22.53159
23.87,22.80289
23.88,23.07375
23.89,23.34402
23.9,23.6135
23.91,23.88192
23.92,24.14903
23.93,24.41456
23.94,24.67828
23.95,24.93995
23.96,25.19932
23.97,25.45618
23.98,25.71034
23.99,25.96174
24,26.21036
24.01,26.45623
24.02,26.69936
24.03,26.93973
24.04,27.17736
24.05,27.41223
24.06,27.64434
24.07,27.87361
24.08,28.0998
24.09,28.32256
24.1,28.54146
24.11,28.75616
24.12,28.9663
24.13,29.17154
24.14,29.37153
24.15,29.56592
24.16,29.75433
24.17,29.93629
24.18,30.11123
24.19,30.27855
24.2,30.4377
24.21,30.58815
24.22,30.72935
24.23,30.86079
24.24,30.98195
24.25,31.0924
24.26,31.19182
24.27,31.28006
24.28,31.35702
24.29,31.42258
24.3,31.47658
24.31,31.51889
24.32,31.54941
24.33,31.56801
24.34,31.57466
24.35,31.56951
24.36,31.55291
24.37,31.5253
24.38,31.48707
24.39,31.43857
24.4,31.38015
24.41,31.3122
24.42,31.23506
24.43,31.14907
24.44,31.05455
24.45,30.95174
24.46,30.8409
24.47,30.72228
24.48,30.59612
24.49,30.46268
24.5,30.32219
24.51,30.17489
24.52,30.02104
24.53,29.86094
24.54,29.69491
24.55,29.52335
24.56,29.34658
24.57,29.16496
24.58,28.97883
24.59,28.7885
24.6,28.59432
24.61,28.3966
24.62,28.19564
24.63,27.99172
24.64,27.78508
24.65,27.57599
24.66,27.36471
24.67,27.1515
24.68,26.93659
24.69,26.72023
24.7,26.50266
24.71,26.28413
24.72,26.06487
24.73,25.84512
24.74,25.6251
24.75,25.40505
24.76,25.18518
24.77,24.96572
24.78,24.74689
24.79,24.52888
24.8,24.31191
24.81,24.09615
24.82,23.88179
24.83,23.66899
24.84,23.45793
24.85,23.24877
24.86,23.04168
24.87,22.83683
24.88,22.63437
24.89,22.43448
24.9,22.23732
24.91,22.04307
24.92,21.8519
24.93,21.66399
24.94,21.47948
24.95,21.29856
24.96,21.12137
24.97,20.94808
24.98,20.77885
24.99,20.61383
25,20.45322
25.01,20.29716
25.02,20.14582
25.03,19.99937
25.04,19.85795
25.05,19.72172
25.06,19.59084
25.07,19.46549
25.08,19.34585
25.09,19.23215
25.1,19.12461
25.11,19.02342
25.12,18.9288
25.13,18.84094
25.14,18.76003
25.15,18.68626
25.16,18.6198
25.17,18.56079
25.18,18.50933
25.19,18.46554
25.2,18.42953
25.21,18.4014
25.22,18.38127
25.23,18.36923
25.24,18.3654
25.25,18.36988
25.26,18.38286
25.27,18.4045
25.28,18.43501
25.29,18.47457
25.3,18.52333
25.31,18.58148
25.32,18.64918
25.33,18.72656
25.34,18.81366
25.35,18.91036
25.36,19.01636
25.37,19.13134
25.38,19.25502
25.39,19.38716
25.4,19.52746
25.41,19.67567
25.42,19.83149
25.43,19.99463
25.44,20.16466
25.45,20.34113
25.46,20.52353
25.47,20.7114
25.48,20.90429
25.49,21.10175
25.5,21.30332
25.51,21.50858
25.52,21.71711
25.53,21.92855
25.54,22.14255
25.55,22.3588
25.56,22.57698
25.57,22.79677
25.58,23.01785
25.59,23.23992
25.6,23.46269
25.61,23.68589
25.62,23.90934
25.63,24.13293
25.64,24.35657
25.65,24.58016
25.66,24.80361
25.67,25.02681
25.68,25.24966
25.69,25.47209
25.7,25.694
25.71,25.91536
25.72,26.13615
25.73,26.3564
25.74,26.57609
25.75,26.79522
25.76,27.0138
25.77,27.23181
25.78,27.44926
25.79,27.66612
25.8,27.88231
25.81,28.0977
25.82,28.31214
25.83,28.52548
25.84,28.73759
25.85,28.94834
25.86,29.15761
25.87,29.36525
25.88,29.57117
25.89,29.77532
25.9,29.97776
25.91,30.17853
25.92,30.37771
25.93,30.57532
25.94,30.77141
25.95,30.96603
25.96,31.15922
25.97,31.35104
25.98,31.54154
25.99,31.73078
26,31.91884
26.01,32.10578
26.02,32.29167
26.03,32.47658
26.04,32.66056
26.05,32.84368
26.06,33.02603
26.07,33.20772
26.08,33.38892
26.09,33.56986
26.1,33.75071
26.11,33.93167
26.12,34.1129
26.13,34.2946
26.14,34.47693
26.15,34.65991
26.16,34.84321
26.17,35.02597
26.18,35.20706
26.19,35.3854
26.2,35.56004
26.21,35.73002
26.22,35.89437
26.23,36.05212
26.24,36.20223
26.25,36.3434
26.26,36.47392
26.27,36.59186
26.28,36.69533
26.29,36.78256
26.3,36.85183
26.31,36.90137
26.32,36.92949
26.33,36.93467
26.34,36.91577
26.35,36.87226
26.36,36.80396
26.37,36.71074
26.38,36.59233
26.39,36.44847
26.4,36.27896
26.41,36.08362
26.42,35.86231
26.43,35.61507
26.44,35.34225
26.45,35.04441
26.46,34.72209
26.47,34.37578
26.48,34.00596
26.49,33.61313
26.5,33.19779
26.51,32.76039
26.52,32.30137
26.53,31.8211
26.54,31.31988
26.55,30.79803
26.56,30.25587
26.57,29.69372
26.58,29.11189
26.59,28.5107
26.6,27.89047
26.61,27.25161
26.62,26.59463
26.63,25.92015
26.64,25.22877
26.65,24.52108
26.66,23.79765
26.67,23.05904
26.68,22.30584
26.69,21.53858
26.7,20.75777
26.71,19.96385
26.72,19.15723
26.73,18.33826
26.74,17.50735
26.75,16.66488
26.76,15.81121
26.77,14.94672
26.78,14.07178
26.79,13.1867
26.8,12.29177
26.81,11.38722
26.82,10.47326
26.83,9.55011
26.84,8.618
26.85,7.67715
26.86,6.72778
26.87,5.77012
26.88,4.80437
26.89,3.83077
26.9,2.84958
26.91,1.86102
26.92,0.86535
26.93,-0.13721
26.94,-1.14641
26.95,-2.16204
26.96,-3.18385
26.97,-4.21164
26.98,-5.24521
26.99,-6.28439
27,-7.32903
27.01,-8.37896
27.02,-9.43401
27.03,-10.49402
27.04,-11.55883
27.05,-12.62827
27.06,-13.70212
27.07,-14.7801
27.08,-15.86181
27.09,-16.94682
27.1,-18.03473
27.11,-19.12518
27.12,-20.21778
27.13,-21.31214
27.14,-22.4079
27.15,-23.50467
27.16,-24.60201
27.17,-25.69947
27.18,-26.79656
27.19,-27.89282
27.2,-28.9878
27.21,-30.08105
27.22,-31.17213
27.23,-32.2606
27.24,-33.34605
27.25,-34.42807
27.26,-35.50628
27.27,-36.58029
27.28,-37.64974
27.29,-38.71426
27.3,-39.77349
27.31,-40.82707
27.32,-41.87467
27.33,-42.91591
27.34,-43.95046
27.35,-44.97792
27.36,-45.99792
27.37,-47.0101
27.38,-48.01409
27.39,-49.00955
27.4,-49.99612
27.41,-50.97345
27.42,-51.94122
27.43,-52.89906
27.44,-53.8466
27.45,-54.78346
27.46,-55.70929
27.47,-56.62373
27.48,-57.52642
27.49,-58.41703
27.5,-59.29522
27.51,-60.16064
27.52,-61.01295
27.53,-61.85178
27.54,-62.67674
27.55,-63.48746
27.56,-64.2836
27.57,-65.06479
27.58,-65.83069
27.59,-66.58097
27.6,-67.3153
27.61,-68.03337
27.62,-68.73489
27.63,-69.4196
27.64,-70.08722
27.65,-70.73749
27.66,-71.37015
27.67,-71.98496
27.68,-72.58168
27.69,-73.16004
27.7,-73.71982
27.71,-74.26073
27.72,-74.78252
27.73,-75.28491
27.74,-75.76766
27.75,-76.23052
27.76,-76.67325
27.77,-77.0956
27.78,-77.49737
27.79,-77.87833
27.8,-78.23831
27.81,-78.57715
27.82,-78.89467
27.83,-79.19073
27.84,-79.46517
27.85,-79.71784
27.86,-79.94861
27.87,-80.15732
27.88,-80.34383
27.89,-80.50797
27.9,-80.64956
27.91,-80.76842
27.92,-80.86438
27.93,-80.9373
27.94,-80.98701
27.95,-81.01337
27.96,-81.01623
27.97,-80.99549
27.98,-80.95106
27.99,-80.88289
28,-80.79095
28.01,-80.67519
28.02,-80.53555
28.03,-80.37201
28.04,-80.18453
28.05,-79.97307
28.06,-79.73758
28.07,-79.47796
28.08,-79.1941
28.09,-78.88588
28.1,-78.5532
28.11,-78.19596
28.12,-77.81406
28.13,-77.40742
28.14,-76.97596
28.15,-76.51964
28.16,-76.0385
28.17,-75.53259
28.18,-75.00202
28.19,-74.44687
28.2,-73.8672
28.21,-73.26312
28.22,-72.63469
28.23,-71.98202
28.24,-71.3052
28.25,-70.60432
28.26,-69.87948
28.27,-69.13078
28.28,-68.35834
28.29,-67.56226
28.3,-66.74264
28.31,-65.8996
28.32,-65.03326
28.33,-64.14377
28.34,-63.23135
28.35,-62.29626
28.36,-61.33881
28.37,-60.35926
28.38,-59.35788
28.39,-58.33494
28.4,-57.29073
28.41,-56.22549
28.42,-55.1395
28.43,-54.03298
28.44,-52.90613
28.45,-51.75917
28.46,-50.59229
28.47,-49.40571
28.48,-48.19963
28.49,-46.97426
28.5,-45.72984
28.51,-44.46674
28.52,-43.18569
28.53,-41.88773
28.54,-40.57404
28.55,-39.2457
28.56,-37.9037
28.57,-36.54908
28.58,-35.18286
28.59,-33.80605
28.6,-32.41962
28.61,-31.02446
28.62,-29.62144
28.63,-28.21137
28.64,-26.79507
28.65,-25.37335
28.66,-23.94701
28.67,-22.51684
28.68,-21.08367
28.69,-19.64878
28.7,-18.21459
28.71,-16.78492
28.72,-15.36413
28.73,-13.95621
28.74,-12.5648
28.75,-11.19364
28.76,-9.84649
28.77,-8.52697
28.78,-7.23826
28.79,-5.98262
28.8,-4.76116
28.81,-3.57443
28.82,-2.42319
28.83,-1.30838
28.84,-0.23087
28.85,0.80861
28.86,1.80933
28.87,2.77078
28.88,3.69313
28.89,4.57749
28.9,5.42538
28.91,6.23815
28.92,7.01695
28.93,7.76301
28.94,8.47759
28.95,9.16189
28.96,9.81696
28.97,10.44351
28.98,11.04182
28.99,11.6119
29,12.15382
29.01,12.66774
29.02,13.1538
29.03,13.61212
29.04,14.04281
29.05,14.44614
29.06,14.82271
29.07,15.17353
29.08,15.49993
29.09,15.80314
29.1,16.0843
29.11,16.34455
29.12,16.58504
29.13,16.80691
29.14,17.01121
29.15,17.19883
29.16,17.37049
29.17,17.52675
29.18,17.66816
29.19,17.79532
29.2,17.90882
29.21,18.00922
29.22,18.09708
29.23,18.17297
29.24,18.23754
29.25,18.29154
29.26,18.33577
29.27,18.37103
29.28,18.39808
29.29,18.41767
29.3,18.43055
29.31,18.43745
29.32,18.43907
29.33,18.43601
29.34,18.42872
29.35,18.41756
29.36,18.40287
29.37,18.38502
29.38,18.36437
29.39,18.34128
29.4,18.31607
29.41,18.28911
29.42,18.26078
29.43,18.23152
29.44,18.2018
29.45,18.17209
29.46,18.14287
29.47,18.11456
29.48,18.08762
